row_number,transaction_id,transaction_reference,sender_wallet_address,receiver_wallet_address,sender_customer_id,receiver_customer_id,amount,transaction_fee,total_debit_amount,currency_code,status,created_at
"14","89756afc-b66f-4fe7-b1ba-cab3251407aa","TX_1778167228447_C1EF73781F55","ORG_WALLET_1778160276331_4051DC1CA743","ORG_WALLET_1778160273932_CA183A14D77D","ORG_3a9b9c870e0640eeb07e124b","ORG_8a0e365a49bf4ed392152198","3.47","0.00347","3.47347","USD","CONFIRMED","2026-05-07T15:20:28.447Z"
"15","d6278671-aa90-4bbc-aec8-7a948c67fe11","TX_1778167228450_2DD45D0AF497","ORG_WALLET_1778160272087_2324BE187015","WALLET_1778154970895_D82B934E18EF1","ORG_1947e9ee30de4becb2794d04","900475","40.38","0.04038","40.42038","USD","CONFIRMED","2026-05-07T15:20:28.450Z"
"16","ce03ec8d-04cf-44bb-8eb5-75f3cf690621","TX_1778167228455_535EA97F7615","ORG_WALLET_1778160273768_A69B0D0A7F28","ORG_WALLET_1778160270410_EEC9BBFE5154","ORG_8b82065a06c744edb8815cb9","ORG_9f9a3d44b94a4515b31ff405","3.52","0.00352","3.52352","USD","CONFIRMED","2026-05-07T15:20:28.455Z"
"17","8f5a6c94-6fea-43cf-859f-7eb5697642b6","TX_1778167228460_E7523B299084","WALLET_1778153631813_640BB05C64D8D","ORG_WALLET_1778160271754_0357D97220C1","629571","ORG_25fbaf76c088457a8422b979","6.99","0.00699","6.99699","USD","CONFIRMED","2026-05-07T15:20:28.460Z"
"18","2462b472-a5c4-4059-bbf4-196b36934e0c","TX_1778167228464_B448BBC8FFF8","ORG_WALLET_1778160273275_19AD91E00789","ORG_WALLET_1778160281672_AC2B16ED3152","ORG_f27a7bac46bf4ceb842fec9d","ORG_ca5644b10bba4f4bb4d442cd","13.06","0.01306","13.07306","USD","CONFIRMED","2026-05-07T15:20:28.464Z"
"19","e4725451-296b-4e82-814e-ac5f6f701d34","TX_1778167228468_14A024008ACA","ORG_WALLET_1778160279241_D1D6C1B2EAAB","ORG_WALLET_1778160280229_2A2D74805156","ORG_a86f8c15d8ce4214ae8d4b54","ORG_6312f8a7d3254be0a87733a6","49.98","0.04998","50.02998","USD","CONFIRMED","2026-05-07T15:20:28.468Z"
"20","6a0e964c-bcde-481a-859a-7468faf62f2b","TX_1778167228473_4AAB1C27A295","ORG_WALLET_1778160275589_C9E67150825E","WALLET_1778153906827_07651C59B5DEE","ORG_63e743b83e9d4500b9679527","900473","44.96","0.04496","45.00496","USD","CONFIRMED","2026-05-07T15:20:28.473Z"
"21","899c5153-a8f1-418d-a992-7db2cbd42464","TX_1778167228477_2D3E35AF9268","ORG_WALLET_1778160276166_F5F14DB4910B","ORG_WALLET_1778160275671_04596EB26676","ORG_85042eae537c4c1cb51c1e84","ORG_cb4afdce1d614e709ea35423","48.04","0.04804","48.08804","USD","CONFIRMED","2026-05-07T15:20:28.477Z"
"22","42acae9e-cbe0-41da-bae1-87297dfa2a9c","TX_1778167228481_B6ED43BEC6B6","ORG_WALLET_1778160282964_AC07329D4648","ORG_WALLET_1778160275014_18D1A4CDCE47","ORG_3265ae8f978f4b7d9d6e5fa9","ORG_1279f3ac8c8345a9bd0d57cf","5.32","0.00532","5.32532","USD","CONFIRMED","2026-05-07T15:20:28.481Z"
"23","11c62122-700e-460a-afd9-cb1b037b3d19","TX_1778167228485_39A42F71CF37","ORG_WALLET_1778160271420_10308936FCED","ORG_WALLET_1778160280396_28AA8E30C40A","ORG_c657f0a890c74ef99b1652bf","ORG_445bfea799664a1a85c09e39","43.19","0.04319","43.23319","USD","CONFIRMED","2026-05-07T15:20:28.485Z"
"24","056d1073-9e4d-4d09-b847-043c733cf9ae","TX_1778167228488_A976F9FED91E","ORG_WALLET_1778160276669_B5FBDAD5E398","ORG_WALLET_1778160270828_FCD6A452F375","ORG_9e23f808f3544113a4ba0620","ORG_6a112b620a3b4d9db1c1b50d","6.89","0.00689","6.89689","USD","CONFIRMED","2026-05-07T15:20:28.488Z"
"25","6ea0aaa0-4412-46a1-b2c6-7eae1338e639","TX_1778167228492_56EF1561B4D4","ORG_WALLET_1778160276166_F5F14DB4910B","ORG_WALLET_1778160283046_9BD4F086F512","ORG_85042eae537c4c1cb51c1e84","ORG_4583de686dcd47b699bf4049","43.83","0.04383","43.87383","USD","CONFIRMED","2026-05-07T15:20:28.492Z"
"26","654cca09-db91-45a4-875d-3de90d5b89f0","TX_1778167228497_F5BB7E0FB56F","ORG_WALLET_1778160279817_5EFE6A9486F3","ORG_WALLET_1778160279322_2515D0F54F47","ORG_9ba2d7575584423586bec8a3","ORG_5d1a9275bc4a4a92b3fa18ae","13.42","0.01342","13.43342","USD","CONFIRMED","2026-05-07T15:20:28.497Z"
"27","e9d0acda-b615-4e39-927b-992787aefa8e","TX_1778167228501_884B059FD4FC","ORG_WALLET_1778160279817_5EFE6A9486F3","ORG_WALLET_1778160268806_57EC325FBE88","ORG_9ba2d7575584423586bec8a3","ORG_6b079307700d496bb62aa72c","33.2","0.0332","33.2332","USD","CONFIRMED","2026-05-07T15:20:28.501Z"
"28","74ef58ab-9b01-4565-8f1b-df248d5b6df6","TX_1778167228505_0AD2CB8659E2","ORG_WALLET_1778160271837_0C82F2D95DA1","ORG_WALLET_1778160277199_E35225A60825","ORG_b2c0e26bc8e4438380730970","ORG_27c30d81ee7a4fb88450f457","28.35","0.02835","28.37835","USD","CONFIRMED","2026-05-07T15:20:28.505Z"
"29","0a7028b5-76ec-4ef9-93cd-c1c5015db245","TX_1778167228509_79A98A0F5281","ORG_WALLET_1778160279159_80BBBFF13FEC","ORG_WALLET_1778160274098_0A5EF90FB47E","ORG_8bc1abe06d03488889664f63","ORG_a73b423c03aa4e7da5788a37","26.76","0.02676","26.78676","USD","CONFIRMED","2026-05-07T15:20:28.510Z"
"30","d1399f21-a445-429a-93d8-95f2596b1230","TX_1778167228514_14FDBE8D61A1","ORG_WALLET_1778160283624_66BCB921051C","ORG_WALLET_1778160274262_42055E8BD8F4","ORG_3300234624e04d0cbe0a1413","ORG_f8f1b069c0684be2875182d8","2.62","0.00262","2.62262","USD","CONFIRMED","2026-05-07T15:20:28.514Z"
"31","d80f85c4-afea-4449-9694-1cfc7786c865","TX_1778167228519_4DED82A832E2","WALLET_1778067139764_D220C5EF78856","ORG_WALLET_1778160270578_5F67C563B639","13","ORG_577fac19d1184e1da9dc121c","15.38","0.01538","15.39538","USD","CONFIRMED","2026-05-07T15:20:28.519Z"
"32","91b757d5-9fbf-4995-b396-4b5aed66f678","TX_1778167228524_F86E9E3A99A4","ORG_WALLET_1778160274599_128BAE8501ED","ORG_WALLET_1778160270916_58F7499D02AE","ORG_5d7ccd0921bf4a349d193ef4","ORG_3b0c736419434cb3915d9406","10.52","0.01052","10.53052","USD","CONFIRMED","2026-05-07T15:20:28.524Z"
"33","57b1e9db-8a70-4257-91c5-737399e710dd","TX_1778167228528_C4A492D85074","ORG_WALLET_1778160278483_35C5D56EB87C","ORG_WALLET_1778160271754_0357D97220C1","ORG_324af165c31348f89951e21f","ORG_25fbaf76c088457a8422b979","10.77","0.01077","10.78077","USD","CONFIRMED","2026-05-07T15:20:28.528Z"
"34","962dc61a-6338-46fd-95fb-e650bf3d5961","TX_1778167228532_3397A986F86C","ORG_WALLET_1778160270079_0C0EAE39BC93","ORG_WALLET_1778160271169_01A8D14E09DE","ORG_fdc6ce67a3af4909bf689efd","ORG_5111da2a38544e5f9ff43bf1","21.51","0.02151","21.53151","USD","CONFIRMED","2026-05-07T15:20:28.532Z"
"35","8d0ae224-c7c3-4f80-9b22-818552e3bde1","TX_1778167228537_01EE4D151334","ORG_WALLET_1778160281228_62BF0507BF95","ORG_WALLET_1778160281062_85389B0F8FB2","ORG_875af1ba8fb94bc4b83fad9f","ORG_37f71cc8ea3140579b5187c2","16.53","0.01653","16.54653","USD","CONFIRMED","2026-05-07T15:20:28.537Z"
"36","7ce0e05a-86f0-4c89-9d4b-74a8b890a192","TX_1778167228541_38419C842620","ORG_WALLET_1778160280063_AAF51069402B","WALLET_1778067488069_3704C026E691","ORG_9ebccad56d8746aba1f28a74","17","17.54","0.01754","17.55754","USD","CONFIRMED","2026-05-07T15:20:28.541Z"
"37","27db89d8-429f-44df-9789-d64e7543d541","TX_1778167228545_94F7E037C13B","WALLET_1778159049528_C73FC1C68B888","ORG_WALLET_1778160274932_22FF89952550","900477","ORG_3028e13c98ca4d07a3b5fa43","3.27","0.00327","3.27327","USD","CONFIRMED","2026-05-07T15:20:28.545Z"
"38","1ec6e635-70a4-4a86-9cf6-20eff817a327","TX_1778167228549_3660967E9BC7","ORG_WALLET_1778160275671_04596EB26676","ORG_WALLET_1778160282538_2FB7C9E73DEE","ORG_cb4afdce1d614e709ea35423","ORG_6328ec72b8d1427a882a8d14","24.48","0.02448","24.50448","USD","CONFIRMED","2026-05-07T15:20:28.549Z"
"39","e0098869-ce47-41ad-80f1-dd745171a469","TX_1778167228552_6D414ACED4E7","ORG_WALLET_1778160269059_6971AFBA84D6","WALLET_1778067145106_5F898D69F5F79","ORG_2da30634595b4a878b928a3b","15","31.55","0.03155","31.58155","USD","CONFIRMED","2026-05-07T15:20:28.552Z"
"40","9a4e7720-0e81-4a22-89c7-c30215217532","TX_1778167228557_FA92FAFBD8F5","ORG_WALLET_1778160276412_51B6857CB493","ORG_WALLET_1778160274682_5965E6AC8E74","ORG_bd5fbb777a224d3a93208bf3","ORG_a6e4e132067d444abfd40382","8.92","0.00892","8.92892","USD","CONFIRMED","2026-05-07T15:20:28.557Z"
"41","0bcd503f-1423-41e7-be62-916839296711","TX_1778167228561_041A6C325574","ORG_WALLET_1778160270916_58F7499D02AE","ORG_WALLET_1778160281761_D0E2A46DF0CD","ORG_3b0c736419434cb3915d9406","ORG_7346434746a24847bbb306fe","38.64","0.03864","38.67864","USD","CONFIRMED","2026-05-07T15:20:28.561Z"
"42","3e77deb8-27ea-4835-b977-06f251cdc7ce","TX_1778167228565_39DB04EED206","ORG_WALLET_1778160283458_0920F8B3705D","ORG_WALLET_1778160272171_3E1E9FC7005B","ORG_94651c45d31b407fad86b7ef","ORG_cf345c7615cd49f19d54be4b","22.04","0.02204","22.06204","USD","CONFIRMED","2026-05-07T15:20:28.565Z"
"43","ed369446-e0a1-47c3-908f-64191a5239a1","TX_1778167228569_958BA33750A1","ORG_WALLET_1778160279899_A1DC55243B7F","ORG_WALLET_1778160281399_E2C38644A950","ORG_f41a9b9ed2d64ef599b8a9ac","ORG_b11bbcf3ec4b4e0680428a05","44.12","0.04412","44.16412","USD","CONFIRMED","2026-05-07T15:20:28.570Z"
"44","bb4c92fa-5652-4909-9d27-b798679fbbe6","TX_1778167228574_6748F0D8CD88","ORG_WALLET_1778160273768_A69B0D0A7F28","ORG_WALLET_1778160271086_EEFE4F412D2E","ORG_8b82065a06c744edb8815cb9","ORG_21f9c483dfae4315b138bac7","34.7","0.0347","34.7347","USD","CONFIRMED","2026-05-07T15:20:28.574Z"
"45","4dfaaffc-991d-472c-ab0a-a7945b415552","TX_1778167228579_0ABF1F4B0ECA","ORG_WALLET_1778160273522_42531C1DB4E5","ORG_WALLET_1778160274599_128BAE8501ED","ORG_3c6c51517af94cb69ea0a094","ORG_5d7ccd0921bf4a349d193ef4","7.23","0.00723","7.23723","USD","CONFIRMED","2026-05-07T15:20:28.579Z"
"46","4b6b816a-4d16-4fd3-a06b-20e8e6ab5f0f","TX_1778167228583_85B80EDEEAF5","ORG_WALLET_1778160280723_76881A40B86C","ORG_WALLET_1778160269907_D47531E61879","ORG_ffb1b562e6c24779bc734630","ORG_c3b862b4e7ff4ce4a8bdd56e","8.3","0.0083","8.3083","USD","CONFIRMED","2026-05-07T15:20:28.583Z"
"47","486760a9-7ed3-4a97-a8da-e08137fecd6e","TX_1778167228587_A4F8CAEEEB20","ORG_WALLET_1778160276331_4051DC1CA743","ORG_WALLET_1778160278656_2AA9E6362FDE","ORG_3a9b9c870e0640eeb07e124b","ORG_8121c92f968d451094666b4d","48.62","0.04862","48.66862","USD","CONFIRMED","2026-05-07T15:20:28.587Z"
"48","8305bc49-d597-429b-9388-c7548f57ae57","TX_1778167228591_BCC4DEBFD06A","ORG_WALLET_1778160278300_D29F97057D02","ORG_WALLET_1778160276762_EAAF396C2E3C","ORG_fd7b8664935248b5999f8970","ORG_dfa5dbd88c9b475bae5822f9","49.14","0.04914","49.18914","USD","CONFIRMED","2026-05-07T15:20:28.591Z"
"49","14520352-c804-40bc-a8ad-de2b38373e21","TX_1778167228594_AE2FA6553CF1","ORG_WALLET_1778160279405_6EA22C73E2BE","ORG_WALLET_1778160283624_66BCB921051C","ORG_02818d54afb548d3ab4e4a7c","ORG_3300234624e04d0cbe0a1413","49.45","0.04945","49.49945","USD","CONFIRMED","2026-05-07T15:20:28.594Z"
"50","75a9b33b-5977-4907-be4a-38aecfe3e0da","TX_1778167228598_F20F1E889DDF","ORG_WALLET_1778160269907_D47531E61879","ORG_WALLET_1778160269733_0E05DF2FFF93","ORG_c3b862b4e7ff4ce4a8bdd56e","ORG_8e5e15226c434f6db4c68dfe","49.93","0.04993","49.97993","USD","CONFIRMED","2026-05-07T15:20:28.598Z"
"51","62285552-8c8f-4d23-b95f-dcbc9411f983","TX_1778167228602_6545C21BD76A","ORG_WALLET_1778160276494_506DC7CD27D4","ORG_WALLET_1778160282706_E877F04E8A8C","ORG_03290d8bceec4c578406b6ff","ORG_2de29862c3dc42e7ac2411df","37.09","0.03709","37.12709","USD","CONFIRMED","2026-05-07T15:20:28.602Z"
"52","79824479-6006-4b0e-89bf-51b619159de2","TX_1778167228607_7006E5905CCA","ORG_WALLET_1778160278300_D29F97057D02","ORG_WALLET_1778160278386_D640F5E98EC7","ORG_fd7b8664935248b5999f8970","ORG_ab9877b6b83245749a5629bb","8.47","0.00847","8.47847","USD","CONFIRMED","2026-05-07T15:20:28.607Z"
"53","ce8f7445-052a-43d4-807b-fedf03e5e803","TX_1778167228611_DF1E49B5D9BF","ORG_WALLET_1778160272087_2324BE187015","ORG_WALLET_1778160272254_7495A0C77CC7","ORG_1947e9ee30de4becb2794d04","ORG_69dea77248dd439b8f15d0cd","38.4","0.0384","38.4384","USD","CONFIRMED","2026-05-07T15:20:28.611Z"
"54","ee66fb00-cc40-4b57-8b4b-946b5d668c7e","TX_1778167228616_27EFB3EF412D","ORG_WALLET_1778160279570_C6CB51444C14","ORG_WALLET_1778160282538_2FB7C9E73DEE","ORG_f4a88f302b404a3d88306ab9","ORG_6328ec72b8d1427a882a8d14","20.55","0.02055","20.57055","USD","CONFIRMED","2026-05-07T15:20:28.616Z"
"55","7d0b37b1-14ba-4932-891b-75a41a47eb3a","TX_1778167228620_6041F8938450","ORG_WALLET_1778160280559_426B10463347","ORG_WALLET_1778160272597_395AFF437375","ORG_714136041c8c450e87db5646","ORG_27f72ecdd7eb4a9f89c477ac","5.16","0.00516","5.16516","USD","CONFIRMED","2026-05-07T15:20:28.620Z"
"56","0482be8e-6a1f-4cbd-8d6a-527cf1afdb77","TX_1778167228625_C4778FA568AF","ORG_WALLET_1778160276669_B5FBDAD5E398","ORG_WALLET_1778160275589_C9E67150825E","ORG_9e23f808f3544113a4ba0620","ORG_63e743b83e9d4500b9679527","15.71","0.01571","15.72571","USD","CONFIRMED","2026-05-07T15:20:28.625Z"
"57","cad453c0-63cc-46c0-8623-83bf184f2630","TX_1778167228629_33E2FAD4E3FE","ORG_WALLET_1778160277614_15833B79651A","ORG_WALLET_1778160273275_19AD91E00789","ORG_f7b1a0494b744787b67b76a1","ORG_f27a7bac46bf4ceb842fec9d","43.4","0.0434","43.4434","USD","CONFIRMED","2026-05-07T15:20:28.629Z"
"58","233263f5-46d4-425c-872b-304115368b27","TX_1778167228633_7F37F3C04AED","ORG_WALLET_1778160270494_527614AD5ED1","ORG_WALLET_1778160282116_06B29CDD554E","ORG_52501adb75e9456880834763","ORG_4e2887482991445eb836ba60","3.47","0.00347","3.47347","USD","CONFIRMED","2026-05-07T15:20:28.633Z"
"59","b575f87e-3f47-4b56-a1d6-f4194e538685","TX_1778167228638_E022E1C1C80D","ORG_WALLET_1778160270828_FCD6A452F375","ORG_WALLET_1778160276669_B5FBDAD5E398","ORG_6a112b620a3b4d9db1c1b50d","ORG_9e23f808f3544113a4ba0620","26.92","0.02692","26.94692","USD","CONFIRMED","2026-05-07T15:20:28.638Z"
"60","4ff902f2-6dcf-45da-a522-1a5a654f9b24","TX_1778167228642_FF1922107087","ORG_WALLET_1778160271252_67D918BA6E84","ORG_WALLET_1778160275919_BDF031F0A6D4","ORG_f6d121503eec494299f9bf40","ORG_6e9b7fd7d6a84f5d89e1f07a","28.01","0.02801","28.03801","USD","CONFIRMED","2026-05-07T15:20:28.642Z"
"61","57ed25e7-a868-435d-9e9f-8c18e07057ec","TX_1778167228646_7E06832D9E4A","ORG_WALLET_1778160276494_506DC7CD27D4","ORG_WALLET_1778160280229_2A2D74805156","ORG_03290d8bceec4c578406b6ff","ORG_6312f8a7d3254be0a87733a6","23.43","0.02343","23.45343","USD","CONFIRMED","2026-05-07T15:20:28.646Z"
"62","24a71c63-a346-4806-97b7-1fd554bea4a4","TX_1778167228650_DD405F5A19A9","ORG_WALLET_1778160271169_01A8D14E09DE","ORG_WALLET_1778160272769_FD7534EDEC66","ORG_5111da2a38544e5f9ff43bf1","ORG_ac4284f48d50479c9cabbf1e","5.2","0.0052","5.2052","USD","CONFIRMED","2026-05-07T15:20:28.650Z"
"63","1635395e-bbc2-4c84-978a-72d045da865f","TX_1778167228654_67BD2C0F3D2C","ORG_WALLET_1778160269059_6971AFBA84D6","ORG_WALLET_1778160271503_26D7F9F47165","ORG_2da30634595b4a878b928a3b","ORG_3284baf117844e8289acfa39","32.82","0.03282","32.85282","USD","CONFIRMED","2026-05-07T15:20:28.654Z"
"64","0870f557-ced3-4311-9bd9-f441a8f2ed6f","TX_1778167228660_CA31C4361163","ORG_WALLET_1778160281940_C938801D48CF","WALLET_1778153747020_1ECAE0E292C2A","ORG_db20c1255ff54714bcf79451","554070","2.31","0.00231","2.31231","USD","CONFIRMED","2026-05-07T15:20:28.660Z"
"65","f69e8c44-f488-4dc6-93e8-9a145eced0fe","TX_1778167228663_32580B7B6263","ORG_WALLET_1778160279241_D1D6C1B2EAAB","ORG_WALLET_1778160283624_66BCB921051C","ORG_a86f8c15d8ce4214ae8d4b54","ORG_3300234624e04d0cbe0a1413","37.61","0.03761","37.64761","USD","CONFIRMED","2026-05-07T15:20:28.663Z"
"66","2bc85481-e1d0-4e95-9a9c-6cdc5686cedc","TX_1778167228668_2D262929870C","ORG_WALLET_1778158080621_9D3B20D175BC1","ORG_WALLET_1778160279078_A5374ADC2320","ORG_1d0a64007d7149ba8b5a7aa3","ORG_c4b9ddb3c679416b903f4368","7.28","0.00728","7.28728","USD","CONFIRMED","2026-05-07T15:20:28.668Z"
"67","e078f94b-cc58-4881-bd10-53f5dd4faf38","TX_1778167228673_6E605D781EA7","ORG_WALLET_1778160275341_7016E58B21CB","ORG_WALLET_1778160275423_53316FAFBA7A","ORG_ba1f38d427344ade8b8000aa","ORG_3e2627c9b50d4224b7ce732a","37.93","0.03793","37.96793","USD","CONFIRMED","2026-05-07T15:20:28.673Z"
"68","92d6b12e-88d7-4968-acbc-61185153d63b","TX_1778167228678_D5E76E93E0DB","ORG_WALLET_1778160281313_EE9CB4E26C8C","ORG_WALLET_1778160281488_23CC588BB422","ORG_aa878780244041f0ae807e6b","ORG_8a9b8d089c7f4860b97c17ba","10.05","0.01005","10.06005","USD","CONFIRMED","2026-05-07T15:20:28.678Z"
"69","9fc53c40-fa94-4142-870e-940142540418","TX_1778167228682_A92FAD2BEED7","ORG_WALLET_1778160269907_D47531E61879","ORG_WALLET_1778160279570_C6CB51444C14","ORG_c3b862b4e7ff4ce4a8bdd56e","ORG_f4a88f302b404a3d88306ab9","16.03","0.01603","16.04603","USD","CONFIRMED","2026-05-07T15:20:28.682Z"
"70","ec2f2e69-9b4d-4d25-89be-fc33ed536e85","TX_1778167228686_64F80A781408","ORG_WALLET_1778160281399_E2C38644A950","ORG_WALLET_1778160278215_9B0E7B324524","ORG_b11bbcf3ec4b4e0680428a05","ORG_23c3b1e647eb4bf9ae6d36a7","32.49","0.03249","32.52249","USD","CONFIRMED","2026-05-07T15:20:28.686Z"
"71","6caa4242-b78d-4030-98f4-a16788e68162","TX_1778167228690_38AF68B8A695","ORG_WALLET_1778160273021_441FA524915E","ORG_WALLET_1778160283046_9BD4F086F512","ORG_a71d85d229504155adb16888","ORG_4583de686dcd47b699bf4049","28.67","0.02867","28.69867","USD","CONFIRMED","2026-05-07T15:20:28.690Z"
"72","e5a4a951-e16f-4400-a721-4aa2592ef1d5","TX_1778167228694_AFB12C6B14B6","ORG_WALLET_1778160283212_04E49AAB0147","ORG_WALLET_1778160273768_A69B0D0A7F28","ORG_c11a6f2d78c941cea491491c","ORG_8b82065a06c744edb8815cb9","30.44","0.03044","30.47044","USD","CONFIRMED","2026-05-07T15:20:28.694Z"
"73","0f845429-0ec5-4868-888e-9c331e445832","TX_1778167228698_49C8610AF136","ORG_WALLET_1778160277532_B90C63AB1C19","ORG_WALLET_1778160283046_9BD4F086F512","ORG_4fffbe49b22a4f23b2a37682","ORG_4583de686dcd47b699bf4049","46.63","0.04663","46.67663","USD","CONFIRMED","2026-05-07T15:20:28.698Z"
"74","e3812006-6952-48e7-a30d-452ac13761ff","TX_1778167228702_C2FCC42F37CC","ORG_WALLET_1778160272087_2324BE187015","ORG_WALLET_1778160270662_8E867A418388","ORG_1947e9ee30de4becb2794d04","ORG_9497e6ea72dd46399b5fce26","24.7","0.0247","24.7247","USD","CONFIRMED","2026-05-07T15:20:28.702Z"
"75","d09a6b24-d74e-41cb-a0e5-a680ab4733c4","TX_1778167228707_18A43E1931FB","ORG_WALLET_1778160276494_506DC7CD27D4","ORG_WALLET_1778160275341_7016E58B21CB","ORG_03290d8bceec4c578406b6ff","ORG_ba1f38d427344ade8b8000aa","27.92","0.02792","27.94792","USD","CONFIRMED","2026-05-07T15:20:28.707Z"
"76","f0a474c8-e4df-4b81-a742-c8ace4269256","TX_1778167228710_D2CB40A52F44","ORG_WALLET_1778160282456_45B023A9122D","ORG_WALLET_1778160277532_B90C63AB1C19","ORG_c6ac8dad23ef42638bc72069","ORG_4fffbe49b22a4f23b2a37682","14.11","0.01411","14.12411","USD","CONFIRMED","2026-05-07T15:20:28.710Z"
"77","b4d92636-3a5c-4ecd-918f-4c9c2120a3a7","TX_1778167228713_3F22D0E8D9E9","ORG_WALLET_1778160269455_E26051935907","ORG_WALLET_1778160274262_42055E8BD8F4","ORG_631c51145ae141e2a709d288","ORG_f8f1b069c0684be2875182d8","13.89","0.01389","13.90389","USD","CONFIRMED","2026-05-07T15:20:28.713Z"
